record_id,province,district,ds_division,safe_zone_id,safe_zone_name,camp_id,camp_name,latitude,longitude,population,children_count,elderly_count,food_available,water_available,medicine_available,sanitary_available,distance_from_distribution_center,camp_capacity,road_access_status,nearest_distribution_center,camp_priority,food_priority,water_priority,medicine_priority,sanitary_priority,human_error_flag,human_error_type,infants_count,pregnant_women_count,disabled_people_count,chronic_patients_count,last_distribution_hours,vehicle_capacity_total,camp_occupancy_ratio,vulnerable_ratio 
PF-RD-02606,Eastern,Ampara,Pottuvil,SZ-0036,Pottuvil Sports Complex Safe Zone,CAMP-02606,Pottuvil Relief Camp 2606,7.302816,81.674995,299,47,33,58.0,2986.0,36.0,34.0,40.0,456.0,Limited,Ampara DMC Coordination Centre,Medium,High,Medium,Medium,High,No,,18,11,15,21,77,234,0.6557,0.4849
PF-RD-02607,Uva,Moneragala,Siyambalanduwa,SZ-0069,Siyambalanduwa Public Ground Safe Zone,CAMP-02607,Siyambalanduwa Relief Camp 2607,6.808651,81.326896,296,72,20,332.0,1077.0,13.0,116.0,3.6,269.0,Good,Moneragala Army Relief Point,Medium,Low,High,High,Low,No,,18,11,15,16,31,679,1.0,0.5135
PF-RD-02608,Uva,Badulla,Mahiyanganaya,SZ-0068,Mahiyanganaya Divisional Secretariat Hall Safe Zone,CAMP-02608,Mahiyanganaya Relief Camp 2608,7.01907,80.977563,380,76,43,338.0,1866.0,66.0,121.0,32.0,688.0,Limited,Badulla Army Relief Point,Medium,Low,High,Medium,Medium,No,,23,14,19,27,69,257,0.5523,0.5316
PF-RD-02609,Eastern,Ampara,Akkaraipattu,SZ-0037,Akkaraipattu Maha Vidyalaya Safe Zone,CAMP-02609,Akkaraipattu Relief Camp 2609,7.314409,81.638822,213,47,6,143.0,2156.0,16.0,53.0,11.9,391.0,Limited,Ampara District Secretariat Stores,Medium,Medium,Medium,Medium,Medium,No,,13,8,11,9,54,316,0.5448,0.4413
PF-RD-02610,Uva,Badulla,Badulla,SZ-0067,Badulla Training Centre Safe Zone,CAMP-02610,Badulla Relief Camp 2610,6.992794,81.039516,72,17,11,37.0,240.0,8.0,13.0,8.5,122.0,Good,Badulla GN Division Collection Hub,Medium,Medium,High,Medium,Medium,No,,5,3,4,7,38,651,0.5902,0.6528
PF-RD-02611,Eastern,Trincomalee,Kinniya,SZ-0041,Kinniya Cooperative Hall Safe Zone,CAMP-02611,Kinniya Relief Camp 2611,8.58066,81.26888,267,62,57,56.0,2506.0,37.0,47.0,20.3,545.0,Limited,Trincomalee District Secretariat Stores,High,High,Medium,High,Medium,No,,17,10,14,28,63,291,0.4899,0.7041
PF-RD-02612,Eastern,Trincomalee,Kinniya,SZ-0039,Kinniya Divisional Secretariat Hall Safe Zone,CAMP-02612,Kinniya Relief Camp 2612,8.63931,81.283279,705,174,48,356.0,5668.0,43.0,353.0,2.2,1113.0,Good,Trincomalee GN Division Collection Hub,Medium,Medium,Medium,High,High,No,,43,25,36,38,32,688,0.6334,0.5163
PF-RD-02613,Southern,Matara,Weligama,SZ-0016,Weligama Temple Hall Safe Zone,CAMP-02613,Weligama Relief Camp 2613,5.966817,80.632202,272,50,36,61.0,1602.0,40.0,23.0,14.6,305.0,Good,Matara Army Relief Point,High,High,High,Medium,High,No,,17,10,14,21,42,615,0.8918,0.5441
PF-RD-02614,Northern,Mullaitivu,Manthai East,SZ-0028,Manthai East Maha Vidyalaya Safe Zone,CAMP-02614,Manthai East Relief Camp 2614,9.229842,80.767615,76,23,11,34.0,714.0,5.0,34.0,4.5,117.0,Good,Mullaitivu GN Division Collection Hub,Medium,High,Medium,High,Low,No,,5,3,4,7,33,674,0.6496,0.6974
PF-RD-02615,Central,Matale,Matale,SZ-0045,Matale Temple Hall Safe Zone,CAMP-02615,Matale Relief Camp 2615,7.448735,80.548019,127,44,20,43.0,931.0,17.0,35.0,14.3,256.0,Limited,Matale Army Relief Point,High,High,Medium,High,Medium,No,,8,5,7,11,59,309,0.4961,0.748
PF-RD-02616,Sabaragamuwa,Ratnapura,Ratnapura,SZ-0061,Ratnapura Sports Complex Safe Zone,CAMP-02616,Ratnapura Relief Camp 2616,6.567616,80.394753,302,85,13,261.0,5318.0,50.0,112.0,1.1,496.0,Good,Ratnapura Army Relief Point,Low,Low,Low,Medium,Low,No,,19,11,16,14,25,694,0.6089,0.5232
PF-RD-02617,Western,Colombo,Kaduwela,SZ-0004,Kaduwela Divisional Secretariat Hall Safe Zone,CAMP-02617,Kaduwela Relief Camp 2617,6.892413,79.870547,144,34,31,50.0,361.0,6.0,17.0,21.3,235.0,Blocked,Colombo Army Relief Point,High,High,High,High,High,No,,9,6,8,16,90,124,0.6128,0.7222
PF-RD-02618,North Central,Anuradhapura,Kekirawa,SZ-0051,Kekirawa Central College Safe Zone,CAMP-02618,Kekirawa Relief Camp 2618,8.30046,80.442546,569,206,63,339.0,7129.0,130.0,198.0,3.8,659.0,Limited,Anuradhapura District Relief Warehouse,Medium,Medium,Medium,High,Medium,No,,35,20,29,40,48,339,0.8634,0.6907
PF-RD-02619,Eastern,Batticaloa,Kattankudy,SZ-0035,Kattankudy Community Hall Safe Zone,CAMP-02619,Kattankudy Relief Camp 2619,7.687166,81.754124,254,41,62,96.0,648.0,36.0,71.0,16.5,547.0,Blocked,Batticaloa Pradeshiya Sabha Stores,High,High,High,Medium,Medium,No,,16,9,13,30,87,130,0.4644,0.6732
PF-RD-02620,Northern,Vavuniya,Vavuniya,SZ-0031,Vavuniya Public Ground Safe Zone,CAMP-02620,Vavuniya Relief Camp 2620,8.822431,80.488707,167,22,19,47.0,1677.0,38.0,79.0,5.7,229.0,Good,Vavuniya GN Division Collection Hub,Low,High,Medium,Low,Low,No,,11,6,9,12,34,667,0.7293,0.4731
PF-RD-02621,Sabaragamuwa,Ratnapura,Balangoda,SZ-0063,Balangoda Primary School Safe Zone,CAMP-02621,Balangoda Relief Camp 2621,6.764849,80.418988,1007,159,132,438.0,12273.0,77.0,141.0,3.8,1563.0,Good,Ratnapura District Secretariat Stores,Medium,High,Medium,High,High,No,,61,36,51,77,32,678,0.6443,0.5124
PF-RD-02622,Western,Gampaha,Wattala,SZ-0008,Wattala Cooperative Hall Safe Zone,CAMP-02622,Wattala Relief Camp 2622,7.042784,79.964219,1008,94,80,742.0,14315.0,32.0,175.0,18.6,986.0,Limited,Gampaha District Relief Warehouse,Medium,Medium,Low,High,High,No,,61,36,51,59,57,296,1.0,0.378
PF-RD-02623,Eastern,Ampara,Akkaraipattu,SZ-0037,Akkaraipattu Maha Vidyalaya Safe Zone,CAMP-02623,Akkaraipattu Relief Camp 2623,7.320915,81.639975,277,60,15,152.0,3764.0,41.0,84.0,10.2,421.0,Limited,Ampara District Secretariat Stores,Low,Medium,Low,Low,Medium,No,,17,10,14,14,52,321,0.658,0.4693
PF-RD-02624,Western,Colombo,Kaduwela,SZ-0004,Kaduwela Divisional Secretariat Hall Safe Zone,CAMP-02624,Kaduwela Relief Camp 2624,6.886945,79.844875,1074,179,123,401.0,11417.0,121.0,283.0,4.7,1540.0,Good,Colombo Army Relief Point,Medium,High,Medium,Medium,High,No,,65,38,54,76,33,673,0.6974,0.4981
PF-RD-02625,Central,Nuwara Eliya,Kotmale,SZ-0047,Kotmale Community Hall Safe Zone,CAMP-02625,Kotmale Relief Camp 2625,6.936032,80.836891,140,34,17,84.0,2279.0,15.0,20.0,7.3,162.0,Good,Nuwara Eliya Army Relief Point,Medium,Medium,Low,Medium,High,No,,9,5,7,11,31,658,0.8642,0.5929
PF-RD-02626,Western,Colombo,Homagama,SZ-0003,Homagama Sports Complex Safe Zone,CAMP-02626,Homagama Relief Camp 2626,6.935761,79.844789,44,7,4,22.0,499.0,7.0,6.0,1.1,54.0,Good,Colombo Pradeshiya Sabha Stores,Low,Medium,Medium,Low,High,No,,3,2,3,3,29,694,0.8148,0.5
PF-RD-02627,Central,Kandy,Teldeniya,SZ-0043,Teldeniya Maha Vidyalaya Safe Zone,CAMP-02627,Teldeniya Relief Camp 2627,7.267204,80.650012,1103,209,157,539.0,4873.0,84.0,196.0,15.6,2336.0,Good,Kandy Pradeshiya Sabha Stores,High,Medium,High,High,High,No,,67,39,56,89,42,609,0.4722,0.5594
PF-RD-02628,Eastern,Trincomalee,Kantale,SZ-0040,Kantale Training Centre Safe Zone,CAMP-02628,Kantale Relief Camp 2628,8.637535,81.179751,234,41,35,117.0,4726.0,26.0,16.0,4.3,293.0,Good,Trincomalee DMC Coordination Centre,Medium,Medium,Low,Medium,High,No,,15,9,12,20,28,675,0.7986,0.5641
PF-RD-02629,Western,Kalutara,Bandaragama,SZ-0009,Bandaragama Sports Complex Safe Zone,CAMP-02629,Bandaragama Relief Camp 2629,6.590687,79.988747,94,19,4,41.0,1085.0,18.0,24.0,5.0,152.0,Goo,Kalutara District Relief Warehouse,Medium,High,Medium,Low,Medium,Yes,road_status_typo,6,4,5,5,32,671,0.6184,0.4574
PF-RD-02630,Eastern,Ampara,Akkaraipattu,SZ-0037,Akkaraipattu Maha Vidyalaya Safe Zone,CAMP-02630,Akkaraipattu Relief Camp 2630,7.315504,81.648133,91,16,5,78.0,1531.0,20.0,32.0,10.1,85.0,Good,Ampara District Secretariat Stores,Low,Low,Low,Low,Low,No,,6,4,5,5,31,642,1.0,0.4505
PF-RD-02631,Central,Matale,Matale,SZ-0046,Matale Temple Hall Safe Zone,CAMP-02631,Matale Relief Camp 2631,7.48875,80.643893,245,62,28,243.0,4210.0,47.0,112.0,3.5,446.0,Good,Matale District Relief Warehouse,Low,Low,Low,Medium,Low,No,,15,9,13,18,25,680,0.5493,0.5918
PF-RD-02632,Southern,Matara,Akuressa,SZ-0017,Akuressa Divisional Secretariat Hall Safe Zone,CAMP-02632,Akuressa Relief Camp 2632,5.958272,80.551023,173,45,15,63.0,609.0,19.0,30.0,7.1,229.0,Good,Matara District Relief Warehouse,Medium,High,High,Medium,Medium,No,,11,7,9,11,37,659,0.7555,0.5665
PF-RD-02633,Southern,Hambantota,Tangalle,SZ-0020,Tangalle Public Ground Safe Zone,CAMP-02633,Tangalle Relief Camp 2633,6.231433,81.140015,101,7,11,75.0,586.0,19.0,26.0,5.6,124.0,Good,Hambantota GN Division Collection Hub,Medium,Medium,High,Low,Medium,No,,7,4,6,7,33,668,0.8145,0.4158
PF-RD-02634,Northern,Mannar,Nanaddan,SZ-0027,Nanaddan Sports Complex Safe Zone,CAMP-02634,Nanaddan Relief Camp 2634,9.01498,79.912388,314,49,35,137.0,6177.0,36.0,152.0,3.3,512.0,Good,Mannar GN Division Collection Hub,Low,High,Low,Medium,Low,No,,19,11,16,22,28,681,0.6133,0.4841
PF-RD-02635,Central,Nuwara Eliya,Walapane,SZ-0048,Walapane Maha Vidyalaya Safe Zone,CAMP-02635,Walapane Relief Camp 2635,6.939138,80.710886,324,65,51,327.0,4259.0,36.0,125.0,8.0,621.0,Limited,Nuwara Eliya GN Division Collection Hub,Low,Low,Low,Medium,Low,No,,20,12,17,28,49,327,0.5217,0.5957
PF-RD-02636,North Central,Polonnaruwa,Hingurakgoda,SZ-0054,Hingurakgoda Divisional Secretariat Hall Safe Zone,CAMP-02636,Hingurakgoda Relief Camp 2636,7.950076,80.992761,233,52,27,175.0,2413.0,46.0,18.0,18.7,388.0,Limited,Polonnaruwa DMC Coordination Centre,Medium,Medium,Medium,Medium,High,No,,14,9,12,17,58,296,0.6005,0.5622
PF-RD-02637,Sabaragamuwa,Ratnapura,Balangoda,SZ-0063,Balangoda Primary School Safe Zone,CAMP-02637,Balangoda Relief Camp 2637,6.754994,80.435271,362,99,15,406.0,2949.0,73.0,168.0,14.8,428.0,Good,Ratnapura District Secretariat Stores,Medium,Low,Medium,Medium,Medium,No,,22,13,19,17,36,614,0.8458,0.511
PF-RD-02638,Northern,Vavuniya,Vavuniya,SZ-0031,Vavuniya Public Ground Safe Zone,CAMP-02638,Vavuniya Relief Camp 2638,8.83178,80.515479,305,73,22,192.0,2951.0,68.0,99.0,4.6,589.0,Good,Vavuniya GN Division Collection Hub,Medium,Medium,Medium,Medium,Medium,No,,19,11,16,17,31,674,0.5178,0.518
PF-RD-02639,Central,Kandy,Peradeniya,SZ-0042,Peradeniya Training Centre Safe Zone,CAMP-02639,Peradeniya Relief Camp 2639,7.276181,80.6087,216,33,35,279.0,514.0,26.0,66.0,6.6,463.0,Good,Kandy District Secretariat Stores,Medium,Low,High,Medium,Medium,No,,13,8,11,19,32,662,0.4665,0.5509
PF-RD-02640,Eastern,Batticaloa,Manmunai North,SZ-0034,Manmunai North Cooperative Hall Safe Zone,CAMP-02640,Manmunai North Relief Camp 2640,7.73544,81.72153,507,132,66,487.0,3686.0,86.0,207.0,10.8,705.0,Good,Batticaloa District Secretariat Stores,Low,Low,Medium,Medium,Medium,No,,31,18,26,39,35,637,0.7191,0.6154
PF-RD-02641,Sabaragamuwa,Ratnapura,Ratnapura,SZ-0061,Ratnapura Sports Complex Safe Zone,CAMP-02641,Ratnapura Relief Camp 2641,6.616683,80.384577,529,54,64,319.0,1193.0,61.0,68.0,15.8,1000.0,Blocked,Ratnapura Army Relief Point,High,Medium,High,Medium,High,No,,32,19,27,39,84,131,0.529,0.4442
PF-RD-02642,Central,Kandy,Teldeniya,SZ-0043,Teldeniya Maha Vidyalaya Safe Zone,CAMP-02642,Teldeniya Relief Camp 2642,7.266568,80.637532,183,29,29,68.0,2025.0,38.0,51.0,6.3,328.0,Good,Kandy Pradeshiya Sabha Stores,Medium,High,Medium,Medium,Medium,No,,11,7,10,16,33,664,0.5579,0.5574
PF-RD-02643,Eastern,Ampara,Akkaraipattu,SZ-0038,Akkaraipattu Primary School Safe Zone,CAMP-02643,Akkaraipattu Relief Camp 2643,7.39333,81.678563,1111,207,158,938.0,5961.0,50.0,288.0,6.3,1544.0,Good,Ampara GN Division Collection Hub,Medium,Medium,High,High,High,No,,67,39,56,89,33,664,0.7196,0.5545
PF-RD-02644,Central,Nuwara Eliya,Kotmale,SZ-0047,Kotmale Community Hall Safe Zone,CAMP-02644,Kotmale Relief Camp 2644,6.941711,80.837669,399,122,17,102.0,3875.0,26.0,50.0,7.1,345.0,Good,Nuwara Eliya Army Relief Point,High,High,Medium,High,High,No,,24,14,20,18,36,659,1.0,0.5388
PF-RD-02645,North Central,Polonnaruwa,Hingurakgoda,SZ-0054,Hingurakgoda Divisional Secretariat Hall Safe Zone,CAMP-02645,Hingurakgoda Relief Camp 2645,7.914518,81.018719,61,16,3,64.0,514.0,8.0,18.0,12.2,87.0,Limited,Polonnaruwa DMC Coordination Centre,Medium,Low,Medium,Medium,Medium,No,,4,3,4,3,53,315,0.7011,0.541
PF-RD-02646,Southern,Galle,Elpitiya,SZ-0014,Elpitiya Public Ground Safe Zone,CAMP-02646,Elpitiya Relief Camp 2646,6.075789,80.141671,525,136,16,215.0,3034.0,62.0,105.0,9.8,1061.0,Good,Galle Pradeshiya Sabha Stores,Medium,High,High,Medium,Medium,No,,32,19,27,22,38,643,0.4948,0.48
PF-RD-02647,Central,Nuwara Eliya,Kotmale,SZ-0047,Kotmale Community Hall Safe Zone,CAMP-02647,Kotmale Relief Camp 2647,6.934993,80.842797,724,139,73,447.0,12326.0,172.0,125.0,10.1,601.0,Good,Nuwara Eliya Army Relief Point,Low,Medium,Low,Low,High,No,,44,26,37,48,32,642,1.0,0.5069
PF-RD-02648,North Western,Kurunegala,Kuliyapitiya,SZ-0056,Kuliyapitiya Central College Safe Zone,CAMP-02648,Kuliyapitiya Relief Camp 2648,7.51319,80.352454,163,41,32,114.0,1104.0,34.0,36.0,12.1,271.0,Goo,Kurunegala District Relief Warehouse,Medium,Medium,Medium,High,Medium,Yes,road_status_typo,10,6,9,17,37,630,0.6015,0.7055
PF-RD-02649,North Central,Anuradhapura,Kekirawa,SZ-0051,Kekirawa Central College Safe Zone,CAMP-02649,Kekirawa Relief Camp 2649,8.299345,80.4454,254,37,32,123.0,3598.0,30.0,27.0,6.5,378.0,Limited,Anuradhapura District Relief Warehouse,Medium,Medium,Low,Medium,High,No,,16,9,13,19,50,332,0.672,0.4961
PF-RD-02650,Central,Kandy,Peradeniya,SZ-0042,Peradeniya Training Centre Safe Zone,CAMP-02650,Peradeniya Relief Camp 2650,7.272629,80.610352,1068,302,142,1363.0,16465.0,188.0,339.0,9.5,1214.0,Good,Kandy District Secretariat Stores,Low,Low,Low,Medium,High,No,,65,38,54,82,29,645,0.8797,0.6395
PF-RD-02651,Western,Colombo,Homagama,SZ-0003,Homagama Sports Complex Safe Zone,CAMP-02651,Homagama Relief Camp 2651,6.956187,79.843211,661,176,94,377.0,5593.0,81.0,292.0,8.8,718.0,Good,Colombo Pradeshiya Sabha Stores,Medium,Medium,Medium,Medium,Medium,No,,40,24,34,53,35,649,0.9206,0.6369
PF-RD-02652,Western,Kalutara,Beruwala,SZ-0012,Beruwala Maha Vidyalaya Safe Zone,CAMP-02652,Beruwala Relief Camp 2652,6.66203,80.021795,186,235,11,137.0,759.0,29.0,17.0,9.5,327.0,Good,Kalutara GN Division Collection Hub,Medium,Medium,High,Low,High,Yes,vulnerable_count_mismatch,12,7,10,10,37,645,0.5688,1.0
PF-RD-02653,Eastern,Batticaloa,Kattankudy,SZ-0035,Kattankudy Community Hall Safe Zone,CAMP-02653,Kattankudy Relief Camp 2653,7.686093,81.753628,587,120,31,311.0,4483.0,67.0,37.0,8.3,943.0,Blocked,Batticaloa Pradeshiya Sabha Stores,Medium,Medium,Medium,Medium,High,No,,36,21,30,29,78,140,0.6225,0.4549
PF-RD-02654,Southern,Matara,Deniyaya,SZ-0018,Deniyaya Cooperative Hall Safe Zone,CAMP-02654,Deniyaya Relief Camp 2654,5.887006,80.586185,32,8,3,9.0,129.0,7.0,3.0,19.8,67.0,Limited,Matara Army Relief Point,High,High,High,Medium,High,No,,2,2,2,3,65,293,0.4776,0.625
PF-RD-02655,North Central,Anuradhapura,Kekirawa,SZ-0051,Kekirawa Central College Safe Zone,CAMP-02655,Kekirawa Relief Camp 2655,8.309217,80.43824,396,100,59,218.0,7152.0,53.0,167.0,5.7,545.0,Good,Anuradhapura District Relief Warehouse,Low,Medium,Low,Medium,Medium,No,,24,14,20,33,29,667,0.7266,0.6313
PF-RD-02656,North Western,Puttalam,Chilaw,SZ-0060,Chilaw Maha Vidyalaya Safe Zone,CAMP-02656,Chilaw Relief Camp 2656,8.042203,79.824373,335,73,39,189.0,1403.0,75.0,148.0,10.6,405.0,Good,Puttalam DMC Coordination Centre,Medium,Medium,High,Medium,Low,No,,21,12,17,24,38,639,0.8272,0.5552
PF-RD-02657,Sabaragamuwa,Kegalle,Ruwanwella,SZ-0066,Ruwanwella Central College Safe Zone,CAMP-02657,Ruwanwella Relief Camp 2657,7.24919,80.292902,442,80,43,349.0,3259.0,58.0,190.0,11.6,603.0,Good,Kegalle District Secretariat Stores,Medium,Medium,Medium,Medium,Medium,No,,27,16,23,29,36,633,0.733,0.4932
PF-RD-02658,Central,Matale,Matale,SZ-0046,Matale Temple Hall Safe Zone,CAMP-02658,Matale Relief Camp 2658,7.455881,80.624846,318,44,16,141.0,3392.0,36.0,116.0,5.1,501.0,Limited,Matale District Relief Warehouse,Medium,High,Medium,Medium,Low,No,,20,12,16,16,51,336,0.6347,0.3899
PF-RD-02659,North Western,Puttalam,Puttalam,SZ-0058,Puttalam Training Centre Safe Zone,CAMP-02659,Puttalam Relief Camp 2659,8.081362,79.784585,487,69,109,144.0,2598.0,106.0,108.0,10.4,520.0,Good,Puttalam GN Division Collection Hub,Medium,High,High,Medium,Medium,No,,30,18,25,53,39,640,0.9365,0.6242
PF-RD-02660,Central,Kandy,Peradeniya,SZ-0042,Peradeniya Training Centre Safe Zone,CAMP-02660,Peradeniya Relief Camp 2660,7.270638,80.609735,674,199,98,698.0,3660.0,128.0,227.0,5.8,613.0,Good,Kandy District Secretariat Stores,Medium,Low,High,High,Medium,No,,41,24,34,55,32,667,1.0,0.6691
PF-RD-02661,Western,Gampaha,Wattala,SZ-0008,Wattala Cooperative Hall Safe Zone,CAMP-02661,Wattala Relief Camp 2661,7.071509,79.979629,818,213,138,861.0,15736.0,79.0,196.0,15.0,876.0,Good,Gampaha District Relief Warehouse,Medium,Low,Low,Medium,High,No,,50,29,41,73,32,613,0.9338,0.665
PF-RD-02662,North Central,Polonnaruwa,Hingurakgoda,SZ-0054,Hingurakgoda Divisional Secretariat Hall Safe Zone,CAMP-02662,Hingurakgoda Relief Camp 2662,8.94126,80.988824,883,150,105,556.0,11479.0,159.0,259.0,9.1,1641.0,Good,Polonnaruwa DMC Coordination Centre,Low,Medium,Low,Low,High,Yes,coordinate_typo,53,31,45,64,33,647,0.5381,0.5074
PF-RD-02663,North Central,Anuradhapura,Medawachchiya,SZ-0049,Medawachchiya Central College Safe Zone,CAMP-02663,Medawachchiya Relief Camp 2663,8.403043,80.376475,657,166,57,300.0,3480.0,56.0,154.0,27.6,1014.0,Blocked,Anuradhapura Pradeshiya Sabha Stores,High,Medium,High,Medium,Medium,No,,40,23,33,40,92,116,0.6479,0.5464
PF-RD-02664,Southern,Matara,Deniyaya,SZ-0018,Deniyaya Cooperative Hall Safe Zone,CAMP-02664,Deniyaya Relief Camp 2664,5.864022,80.562273,260,50,22,120.0,4933.0,45.0,129.0,10.5,434.0,Good,Matara Army Relief Point,Low,Medium,Low,Low,Low,No,,16,10,13,16,33,639,0.5991,0.4885
PF-RD-02665,Eastern,Trincomalee,Kinniya,SZ-0041,Kinniya Cooperative Hall Safe Zone,CAMP-02665,Kinniya Relief Camp 2665,8.591437,81.266613,717,85,22,560.0,7781.0,36.0,45.0,9.4,1059.0,Limited,Trincomalee District Secretariat Stores,Medium,Medium,Medium,High,High,No,,44,26,36,30,52,323,0.6771,0.3389
PF-RD-02666,Western,Colombo,Kolonnawa,SZ-0001,Kolonnawa Cooperative Hall Safe Zone,CAMP-02666,Kolonnawa Relief Camp 2666,6.999701,79.825974,655,156,72,400.0,9904.0,88.0,197.0,19.4,979.0,Good,Colombo District Relief Warehouse,Low,Medium,Low,Medium,Medium,No,,40,23,33,45,40,587,0.6691,0.5634
PF-RD-02667,Central,Matale,Matale,SZ-0046,Matale Temple Hall Safe Zone,CAMP-02667,Matale Relief Camp 2667,7.472116,80.634832,520,108,94,392.0,9764.0,48.0,137.0,4.6,658.0,Good,Matale District Relief Warehouse,Low,Medium,Low,Medium,Medium,No,,32,19,26,49,27,674,0.7903,0.6308
PF-RD-02668,Western,Gampaha,Negombo,SZ-0005,Negombo Training Centre Safe Zone,CAMP-02668,Negombo Relief Camp 2668,7.129395,80.022157,185,45,11,158.0,2680.0,8.0,36.0,21.8,145.0,Limited,Gampaha District Secretariat Stores,Medium,Low,Low,High,Medium,No,,12,7,10,10,58,287,1.0,0.5135
PF-RD-02669,Sabaragamuwa,Kegalle,Ruwanwella,SZ-0066,Ruwanwella Central College Safe Zone,CAMP-02669,Ruwanwella Relief Camp 2669,7.246317,80.286208,145,12,19,52.0,648.0,23.0,36.0,11.0,248.0,Limited,Kegalle District Secretariat Stores,Medium,High,High,Low,Medium,No,,9,6,8,11,58,318,0.5847,0.4483
PF-RD-02670,Northern,Jaffna,Karainagar,SZ-0022,Karainagar Primary School Safe Zone,CAMP-02670,Karainagar Relief Camp 2670,9.69403,80.003715,284,57,37,84.0,564.0,26.0,26.0,6.1,607.0,Blocked,Jaffna District Relief Warehouse,High,High,High,Medium,High,No,,18,10,15,22,79,143,0.4679,0.5599
PF-RD-02671,Northern,Jaffna,Chavakachcheri,SZ-0023,Chavakachcheri Maha Vidyalaya Safe Zone,CAMP-02671,Chavakachcheri Relief Camp 2671,9.631151,80.098214,486,31,54,250.0,2239.0,38.0,46.0,25.6,1040.0,Limited,Jaffna District Secretariat Stores,Medium,Medium,High,Medium,High,No,,30,18,25,34,67,276,0.4673,0.3951
PF-RD-02672,Northern,Kilinochchi,Pachchilaipalli,SZ-0025,Pachchilaipalli Cooperative Hall Safe Zone,CAMP-02672,Pachchilaipalli Relief Camp 2672,9.399813,80.379233,490,103,85,326.0,1327.0,55.0,97.0,28.3,891.0,Blocked,Kilinochchi District Secretariat Stores,High,Medium,High,Medium,Medium,No,,30,18,25,45,93,115,0.5499,0.6245
PF-RD-02673,Southern,Galle,Elpitiya,SZ-0014,Elpitiya Public Ground Safe Zone,CAMP-02673,Elpitiya Relief Camp 2673,6.080312,80.138927,444,91,24,166.0,1508.0,43.0,36.0,19.1,546.0,Limited,Galle Pradeshiya Sabha Stores,High,High,High,Medium,High,No,,27,16,23,22,63,295,0.8132,0.4572
PF-RD-02674,Sabaragamuwa,Kegalle,Ruwanwella,SZ-0066,Ruwanwella Central College Safe Zone,CAMP-02674,Ruwanwella Relief Camp 2674,7.240966,80.284372,82,31,9,42.0,509.0,20.0,6.0,5.7,98.0,Good,Kegalle District Secretariat Stores,High,Medium,High,High,High,No,,5,3,5,6,34,667,0.8367,0.7195
PF-RD-02675,Northern,Mullaitivu,Manthai East,SZ-0028,Manthai East Maha Vidyalaya Safe Zone,CAMP-02675,Manthai East Relief Camp 2675,9.199533,80.755016,128,49,10,68.0,484.0,32.0,33.0,6.2,171.0,Good,Mullaitivu GN Division Collection Hub,Medium,Medium,High,High,Medium,No,,8,5,7,8,35,664,0.7485,0.6797
PF-RD-02676,Central,Matale,Matale,SZ-0046,Matale Temple Hall Safe Zone,CAMP-02676,Matale Relief Camp 2676,7.464754,80.620403,422,77,60,159.0,6391.0,88.0,99.0,5.1,857.0,Good,Matale District Relief Warehouse,Medium,High,Low,Medium,Medium,No,,26,15,22,34,32,671,0.4924,0.5545
PF-RD-02677,Western,Gampaha,Negombo,SZ-0005,Negombo Training Centre Safe Zone,CAMP-02677,Negombo Relief Camp 2677,7.135513,80.028561,987,153,80,1088.0,10921.0,193.0,432.0,13.3,1149.0,Good,Gampaha District Secretariat Stores,Low,Low,Medium,Low,High,No,,60,35,50,58,34,623,0.859,0.4417
PF-RD-02678,Central,Kandy,Akurana,SZ-0044,Akurana Central College Safe Zone,CAMP-02678,Akurana Relief Camp 2678,7.195291,80.686375,706,181,88,170.0,6569.0,70.0,103.0,3.7,1061.0,Good,Kandy GN Division Collection Hub,Medium,High,Medium,Medium,High,No,,43,25,36,52,34,679,0.6654,0.602
PF-RD-02679,Western,Colombo,Kolonnawa,SZ-0001,Kolonnawa Cooperative Hall Safe Zone,CAMP-02679,Kolonnawa Relief Camp 2679,6.983359,79.82551,449,87,32,315.0,6161.0,89.0,165.0,6.5,942.0,Good,Colombo District Relief Warehouse,Low,Medium,Low,Low,Medium,No,,27,16,23,25,31,663,0.4766,0.4677
PF-RD-02680,Western,Colombo,Kaduwela,SZ-0004,Kaduwela Divisional Secretariat Hall Safe Zone,CAMP-02680,Kaduwela Relief Camp 2680,6.87385,79.863394,1007,288,30,730.0,6970.0,177.0,117.0,5.6,1702.0,Good,Colombo Army Relief Point,Medium,Medium,Medium,Medium,High,No,,61,36,51,41,33,668,0.5917,0.5035
PF-RD-02681,Western,Gampaha,Wattala,SZ-0008,Wattala Cooperative Hall Safe Zone,CAMP-02681,Wattala Relief Camp 2681,7.071412,79.942291,46,9,3,25.0,438.0,4.0,15.0,10.2,98.0,Limited,Gampaha District Relief Warehouse,Medium,Medium,Medium,Medium,Medium,No,,3,2,3,3,54,321,0.4694,0.5
PF-RD-02682,Western,Kalutara,Horana,SZ-0010,Horana Sports Complex Safe Zone,CAMP-02682,Horana Relief Camp 2682,6.50777,80.035958,338,94,34,345.0,3951.0,47.0,92.0,13.3,680.0,Good,Kalutara GN Division Collection Hub,Medium,Low,Medium,Medium,Medium,No,,21,12,17,23,34,623,0.4971,0.5947
