record_id,province,district,ds_division,safe_zone_id,safe_zone_name,camp_id,camp_name,latitude,longitude,population,children_count,elderly_count,food_available,water_available,medicine_available,sanitary_available,distance_from_distribution_center,camp_capacity,road_access_status,nearest_distribution_center,camp_priority,food_priority,water_priority,medicine_priority,sanitary_priority,human_error_flag,human_error_type
PF-RD-02671,Northern,Jaffna,Chavakachcheri,SZ-0023,Chavakachcheri Maha Vidyalaya Safe Zone,CAMP-02671,Chavakachcheri Relief Camp 2671,9.631151,80.098214,486,31,54,250,2239,38,46,25.6,1040,Limited,Jaffna District Secretariat Stores,Medium,Medium,High,Medium,High,No,None
PF-RD-02672,Northern,Kilinochchi,Pachchilaipalli,SZ-0025,Pachchilaipalli Cooperative Hall Safe Zone,CAMP-02672,Pachchilaipalli Relief Camp 2672,9.399813,80.379233,490,103,85,326,1327,55,97,28.3,891,Blocked,Kilinochchi District Secretariat Stores,High,Medium,High,Medium,Medium,No,None
PF-RD-02673,Southern,Galle,Elpitiya,SZ-0014,Elpitiya Public Ground Safe Zone,CAMP-02673,Elpitiya Relief Camp 2673,6.080312,80.138927,444,91,24,166,1508,43,36,19.1,546,Limited,Galle Pradeshiya Sabha Stores,High,High,High,Medium,High,No,None
PF-RD-02674,Sabaragamuwa,Kegalle,Ruwanwella,SZ-0066,Ruwanwella Central College Safe Zone,CAMP-02674,Ruwanwella Relief Camp 2674,7.240966,80.284372,82,31,9,42,509,20,6,5.7,98,Good,Kegalle District Secretariat Stores,High,Medium,High,High,High,No,None
PF-RD-02675,Northern,Mullaitivu,Manthai East,SZ-0028,Manthai East Maha Vidyalaya Safe Zone,CAMP-02675,Manthai East Relief Camp 2675,9.199533,80.755016,128,49,10,68,484,32,33,6.2,171,Good,Mullaitivu GN Division Collection Hub,Medium,Medium,High,High,Medium,No,None
PF-RD-02676,Central,Matale,Matale,SZ-0046,Matale Temple Hall Safe Zone,CAMP-02676,Matale Relief Camp 2676,7.464754,80.620403,422,77,60,159,6391,88,99,5.1,857,Good,Matale District Relief Warehouse,Medium,High,Low,Medium,Medium,No,None
PF-RD-02677,Western,Gampaha,Negombo,SZ-0005,Negombo Training Centre Safe Zone,CAMP-02677,Negombo Relief Camp 2677,7.135513,80.028561,987,153,80,1088,10921,193,432,13.3,1149,Good,Gampaha District Secretariat Stores,Low,Low,Medium,Low,High,No,None
PF-RD-02678,Central,Kandy,Akurana,SZ-0044,Akurana Central College Safe Zone,CAMP-02678,Akurana Relief Camp 2678,7.195291,80.686375,706,181,88,170,6569,70,103,3.7,1061,Good,Kandy GN Division Collection Hub,Medium,High,Medium,Medium,High,No,None
PF-RD-02679,Western,Colombo,Kolonnawa,SZ-0001,Kolonnawa Cooperative Hall Safe Zone,CAMP-02679,Kolonnawa Relief Camp 2679,6.983359,79.82551,449,87,32,315,6161,89,165,6.5,942,Good,Colombo District Relief Warehouse,Low,Medium,Low,Low,Medium,No,None
PF-RD-02680,Western,Colombo,Kaduwela,SZ-0004,Kaduwela Divisional Secretariat Hall Safe Zone,CAMP-02680,Kaduwela Relief Camp 2680,6.87385,79.863394,1007,288,30,730,6970,177,117,5.6,1702,Good,Colombo Army Relief Point,Medium,Medium,Medium,Medium,High,No,None
PF-RD-02681,Western,Gampaha,Wattala,SZ-0008,Wattala Cooperative Hall Safe Zone,CAMP-02681,Wattala Relief Camp 2681,7.071412,79.942291,46,9,3,25,438,4,15,10.2,98,Limited,Gampaha District Relief Warehouse,Medium,Medium,Medium,Medium,Medium,No,None
PF-RD-02682,Western,Kalutara,Horana,SZ-0010,Horana Sports Complex Safe Zone,CAMP-02682,Horana Relief Camp 2682,6.50777,80.035958,338,94,34,345,3951,47,92,13.3,680,Good,Kalutara GN Division Collection Hub,Medium,Low,Medium,Medium,Medium,No,None
PF-RD-02683,Eastern,Batticaloa,Batticaloa,SZ-0033,Batticaloa Maha Vidyalaya Safe Zone,CAMP-02683,Batticaloa Relief Camp 2683,7.711421,81.682155,678,177,74,223,3062,128,56,6.8,1475,Good,Batticaloa DMC Coordination Centre,Medium,High,High,Medium,High,No,None
PF-RD-02684,Western,Colombo,Kolonnawa,SZ-0002,Kolonnawa Primary School Safe Zone,CAMP-02684,Kolonnawa Relief Camp 2684,6.852936,79.80605,206,26,16,258,1599,41,69,8.0,441,Good,Colombo District Relief Warehouse,Low,Low,Medium,Low,Low,No,None
PF-RD-02685,Western,Gampaha,Wattala,SZ-0007,Wattala Central College Safe Zone,CAMP-02685,Wattala Relief Camp 2685,7.110735,79.934212,281,38,28,309,3285,17,71,13.3,310,Good,Gampaha GN Division Collection Hub,Medium,Low,Medium,High,Medium,No,None
PF-RD-02686,Sabaragamuwa,Ratnapura,Balangoda,SZ-0063,Balangoda Primary School Safe Zone,CAMP-02686,Balangoda Relief Camp 2686,6.760192,80.435174,235,47,27,236,1039,42,77,10.2,184,Good,Ratnapura District Secretariat Stores,Medium,Low,High,Medium,Medium,No,None
PF-RD-02687,Western,Colombo,Kaduwela,SZ-0004,Kaduwela Divisional Secretariat Hall Safe Zone,CAMP-02687,Kaduwela Relief Camp 2687,6.878708,79.86814,443,124,79,243,2695,32,106,15.9,939,Limited,Colombo Army Relief Point,High,Medium,High,High,Medium,No,None
PF-RD-02688,North Western,Kurunegala,Kurunegala,SZ-0055,Kurunegala Cooperative Hall Safe Zone,CAMP-02688,Kurunegala Relief Camp 2688,7.495702,80.345762,162,36,16,74,1060,9,11,4.5,274,Good,Kurunegala DMC Coordination Centre,Medium,Medium,High,High,High,No,None
PF-RD-02689,Southern,Matara,Deniyaya,SZ-0018,Deniyaya Cooperative Hall Safe Zone,CAMP-02689,Deniyaya Relief Camp 2689,5.848549,80.58042,165,31,23,157,694,9,39,10.2,262,Limited,Matara Army Relief Point,Medium,Low,High,High,Medium,No,None
PF-RD-02690,Western,Gampaha,Wattala,SZ-0008,Wattala Cooperative Hall Safe Zone,CAMP-02690,Wattala Relief Camp 2690,7.02664,79.954297,366,105,55,317,5234,30,136,13.0,479,Limited,Gampaha District Relief Warehouse,Medium,Low,Low,High,Medium,No,None
PF-RD-02691,Sabaragamuwa,Ratnapura,Balangoda,SZ-0063,Balangoda Primary School Safe Zone,CAMP-02691,Balangoda Relief Camp 2691,6.765612,80.441945,288,56,35,68,1047,24,32,6.3,514,Blocked,Ratnapura District Secretariat Stores,High,High,High,Medium,High,No,None
PF-RD-02692,Central,Matale,Matale,SZ-0046,Matale Temple Hall Safe Zone,CAMP-02692,Matale Relief Camp 2692,7.448393,80.606056,80,8,7,85,533,14,19,14.6,147,Good,Matale District Relief Warehouse,Low,Low,High,Low,Medium,No,None
PF-RD-02693,Sabaragamuwa,Ratnapura,Balangoda,SZ-0063,Balangoda Primary School Safe Zone,CAMP-02693,Balangoda Relief Camp 2693,6.737872,80.423929,935,194,80,332,11531,166,352,6.0,1755,Good,Ratnapura District Secretariat Stores,Medium,High,Medium,Low,High,No,None
PF-RD-02694,North Western,Puttalam,Anamaduwa,SZ-0059,Anamaduwa Cooperative Hall Safe Zone,CAMP-02694,Anamaduwa Relief Camp 2694,7.969048,79.863446,50,11,6,49,506,10,17,4.6,102,Good,Puttalam GN Division Collection Hub,Low,Low,Medium,Medium,Low,No,None
PF-RD-02695,North Central,Polonnaruwa,Hingurakgoda,SZ-0054,Hingurakgoda Divisional Secretariat Hall Safe Zone,CAMP-02695,Hingurakgoda Relief Camp 2695,7.902861,80.964474,433,122,58,244,4681,93,206,4.1,849,Good,Polonnaruwa DMC Coordination Centre,Medium,Medium,Medium,Medium,Medium,No,None
PF-RD-02696,Central,Nuwara Eliya,Kotmale,SZ-0047,Kotmale Community Hall Safe Zone,CAMP-02696,Kotmale Relief Camp 2696,6.943819,80.849519,93,15,9,103,450,5,33,5.8,128,Good,Nuwara Eliya Army Relief Point,Medium,Low,High,High,Low,No,None
PF-RD-02697,Eastern,Batticaloa,Manmunai North,SZ-0034,Manmunai North Cooperative Hall Safe Zone,CAMP-02697,Manmunai North Relief Camp 2697,7.729869,81.719825,237,49,17,260,1657,50,79,7.1,408,Good,Batticaloa District Secretariat Stores,Low,Low,Medium,Low,Medium,No,None
PF-RD-02698,Uva,Moneragala,Wellawaya,SZ-0070,Wellawaya Community Hall Safe Zone,CAMP-02698,Wellawaya Relief Camp 2698,6.870113,81.311424,383,97,11,373,6049,15,86,12.0,819,Good,Moneragala Pradeshiya Sabha Stores,Low,Low,Low,High,Medium,No,None
PF-RD-02699,Southern,Galle,Elpitiya,SZ-0014,Elpitiya Public Ground Safe Zone,CAMP-02699,Elpitiya Relief Camp 2699,6.078463,80.127048,295,63,54,284,2896,48,35,4.4,354,Good,Galle Pradeshiya Sabha Stores,Medium,Low,Medium,Medium,High,No,None
PF-RD-02700,Sabaragamuwa,Ratnapura,Ratnapura,SZ-0062,Ratnapura Sports Complex Safe Zone,CAMP-02700,Ratnapura Relief Camp 2700,6.717912,80.34413,319,103,19,72,4116,45,163,1.6,366,Good,Ratnapura Army Relief Point,Medium,High,Low,Medium,Low,No,None
PF-RD-02701,Sabaragamuwa,Ratnapura,Balangoda,SZ-0063,Balangoda Primary School Safe Zone,CAMP-02701,Balangoda Relief Camp 2701,6.764892,80.433642,768,203,71,629,2134,69,98,34.6,1366,Limited,Ratnapura District Secretariat Stores,Medium,Medium,High,Medium,High,No,None
PF-RD-02702,Sabaragamuwa,Kegalle,Ruwanwella,SZ-0066,Ruwanwella Central College Safe Zone,CAMP-02702,Ruwanwella Relief Camp 2702,7.234878,80.276975,373,84,24,168,6507,64,102,3.3,399,Good,Kegalle District Secretariat Stores,Low,Medium,Low,Low,Medium,No,None
PF-RD-02703,Central,Matale,Matale,SZ-0045,Matale Temple Hall Saef Zone,CAMP-02703,Matale Relief Camp 2703,7.460654,80.547985,1097,129,168,1255,21929,190,307,13.9,2238,Good,Matale Army Relief Point,Low,Low,Low,Low,High,Yes,text_spelling_error
PF-RD-02704,Northern,Vavuniya,Vavuniya South,SZ-0030,Vavuniya South Public Ground Safe Zone,CAMP-02704,Vavuniya South Relief Camp 2704,8.825572,80.44084,959,228,80,937,2468,217,441,2.9,1160,Good,Vavuniya GN Division Collection Hub,Medium,Low,High,Medium,High,No,None
PF-RD-02705,Southern,Galle,Hikkaduwa,SZ-0013,Hikkaduwa Maha Vidyalaya Safe Zone,CAMP-02705,Hikkaduwa Relief Camp 2705,6.028505,80.271827,65,17,5,13,127,6,15,8.0,91,Blocked,Galle DMC Coordination Centre,High,High,High,Medium,Medium,No,None
PF-RD-02706,North Central,Polonnaruwa,Medirigiriya,SZ-0052,Medirigiriya Cooperative Hall Safe Zone,CAMP-02706,Medirigiriya Relief Camp 2706,7.846045,81.056939,909,174,160,945,12329,176,107,4.8,995,Good,Polonnaruwa DMC Coordination Centre,Low,Low,Low,Medium,High,No,None
PF-RD-02707,Northern,Vavuniya,Vavuniya South,SZ-0030,Vavuniya South Public Ground Safe Zone,CAMP-02707,Vavuniya South Relief Camp 2707,8.81223,80.454333,306,15,63,219,3359,37,17,40.0,637,Blocked,Vavuniya GN Division Collection Hub,Medium,Medium,Medium,Medium,High,No,None
PF-RD-02708,Sabaragamuwa,Ratnapura,Ratnapura,SZ-0062,Ratnapura Sports Complex Safe Zone,CAMP-02708,Ratnapura Relief Camp 2708,6.709731,80.350118,856,265,111,311,6659,25,69,16.1,1582,Blocked,Ratnapura Army Relief Point,High,High,Medium,High,High,No,None
PF-RD-02709,Southern,Matara,Akuressa,SZ-0017,Akuressa Divisional Secretariat Hall Safe Zone,CAMP-02709,Akuressa Relief Camp 2709,5.95357,80.531339,728,139,97,377,10650,162,142,18.9,1258,Good,Matara District Relief Warehouse,Medium,Medium,Low,Medium,High,No,None
PF-RD-02710,Sabaragamuwa,Kegalle,Ruwanwella,SZ-0064,Ruwanwella Public Ground Safe Zone,CAMP-02710,Ruwanwella Relief Camp 2710,7.221016,80.340383,321,71,21,162,4369,17,101,14.7,538,Good,Kegalle DMC Coordination Centre,Medium,Medium,Low,High,Medium,No,None
PF-RD-02711,Northern,Jaffna,Karainagar,SZ-0022,Karainagar Primary School Safe Zone,CAMP-02711,Karainagar Relief Camp 2711,9.683724,80.007991,1028,133,31,467,4323,74,99,13.2,2106,Good,Jaffna District Relief Warehouse,Medium,Medium,High,Medium,High,No,None
PF-RD-02712,Eastern,Trincomalee,Kinniya,SZ-0039,Kinniya Divisional Secretariat Hall Safe Zone,CAMP-02712,Kinniya Relief Camp 2712,8.647195,81.29505,109,17,3,85,792,9,36,3.7,135,Good,Trincomalee GN Division Collection Hub,Low,Medium,Medium,Medium,Low,No,None
PF-RD-02713,Western,Colombo,Kolonnawa,SZ-0001,Kolonnawa Cooperative Hall Safe Zone,CAMP-02713,Kolonnawa Relief Camp 2713,6.99964,79.825327,48,18,6,13,560,11,13,4.0,91,Good,Colombo District Relief Warehouse,Medium,High,Medium,High,Medium,No,None
PF-RD-02714,Western,Kalutara,Beruwala,SZ-0011,Beruwala Maha Vidyalaya Safe Zone,CAMP-02714,Beruwala Relief Camp 2714,6.666323,79.915368,463,34,73,368,3655,59,48,9.5,765,Good,Kalutara DMC Coordination Centre,Medium,Medium,Medium,Medium,High,No,None
PF-RD-02715,Sabaragamuwa,Ratnapura,Ratnapura,SZ-0062,Ratnapura Sports Complex Safe Zone,CAMP-02715,Ratnapura Relief Camp 2715,6.714299,80.361325,491,103,65,597,8101,41,60,7.5,776,Good,Ratnapura Army Relief Point,Low,Low,Low,Medium,High,No,None
PF-RD-02716,Northern,Jaffna,Karainagar,SZ-0022,Karainagar Primary School Safe Zone,CAMP-02716,Karainagar Relief Camp 2716,9.670385,80.008464,73,18,7,16,1037,5,27,5.3,137,Good,Jaffna District Relief Warehouse,Medium,High,Low,High,Low,No,None
PF-RD-02717,Western,Gampaha,Negombo,SZ-0005,Negombo Training Centre Safe Zone,CAMP-02717,Negombo Relief Camp 2717,7.132819,80.024544,732,142,99,713,13121,66,52,4.1,1579,Good,Gampaha District Secretariat Stores,Low,Low,Low,Medium,High,No,None
PF-RD-02718,Western,Colombo,Kolonnawa,SZ-0002,Kolonnawa Primary School Safe Zone,CAMP-02718,Kolonnawa Relief Camp 2718,6.861331,79.796258,755,180,68,673,9171,78,170,7.7,986,Limited,Colombo District Relief Warehouse,Medium,Low,Medium,Medium,High,No,None
PF-RD-02719,Western,Kalutara,Bandaragama,SZ-0009,Bandaragama Sports Complex Safe Zone,CAMP-02719,Bandaragama Relief Camp 2719,6.611624,79.979519,177,40,36,42,623,45,61,17.4,326,Good,Kalutara District Relief Warehouse,Medium,High,High,Medium,Medium,No,None
PF-RD-02720,Western,Colombo,Kolonnawa,SZ-0002,Kolonnawa Primary School Safe Zone,CAMP-02720,Kolonnawa Relief Camp 2720,6.859207,79.797646,256,39,40,251,958,17,100,18.5,527,Good,Colombo District Relief Warehouse,Medium,Low,High,High,Low,No,None
PF-RD-02721,Western,Kalutara,Bandaragama,SZ-0009,Bandaragama Sports Complex Safe Zone,CAMP-02721,Bandaragama Relief Camp 2721,6.611141,79.986798,263,31,66,145,4111,37,84,4.4,276,Good,Kalutara District Relief Warehouse,Low,Medium,Low,Medium,Medium,No,None
PF-RD-02722,Western,Kalutara,Beruwala,SZ-0012,Beruwala Maha Vidyalaya Safe Zone,CAMP-02722,Beruwala Relief Camp 2722,6.680506,80.022219,609,121,122,483,7696,72,226,11.6,513,Good,Kalutara GN Division Collection Hub,Medium,Medium,Medium,Medium,Medium,No,None
PF-RD-02723,Eastern,Trincomalee,Kinniya,SZ-0041,Kinniya Cooperative Hall Safe Zone,CAMP-02723,Kinniya Relief Camp 2723,8.576682,81.306952,332,92,16,279,3757,45,48,31.8,536,Limitd,Trincomalee District Secretariat Stores,Medium,Medium,Medium,Medium,High,Yes,road_status_typo
PF-RD-02724,Northern,Jaffna,Karainagar,SZ-0022,Karainagar Primary School Safe Zone,CAMP-02724,Karainagar Relief Camp 2724,9.68408,80.007621,1025,315,111,667,12288,173,300,38.0,1154,Limited,Jaffna District Relief Warehouse,Medium,Medium,Medium,Medium,High,No,None
PF-RD-02725,Northern,Kilinochchi,Poonakary,SZ-0024,Poonakary Divisional Secretariat Hall Safe Zone,CAMP-02725,Poonakary Relief Camp 2725,9.325179,80.353266,981,244,66,497,10873,223,205,9.5,1489,Good,Kilinochchi Army Relief Point,Medium,Medium,Medium,Medium,High,No,None
PF-RD-02726,Eastern,Ampara,Akkaraipattu,SZ-0037,Akkaraipattu Maha Vidyalaya Safe Zone,CAMP-02726,Akkaraipattu Relief Camp 2726,7.315605,81.657322,66,21,13,67,334,11,15,17.6,142,Good,Ampara District Secretariat Stores,Medium,Low,High,High,Medium,No,None
PF-RD-02727,North Western,Kurunegala,Kuliyapitiya,SZ-0056,Kuliyapitiya Central College Safe Zone,CAMP-02727,Kuliyapitiya Relief Camp 2727,7.477579,80.349526,291,64,46,254,4265,45,82,6.5,565,Good,Kurunegala District Relief Warehouse,Low,Low,Low,Medium,Medium,No,None
PF-RD-02728,Eastern,Ampara,Akkaraipattu,SZ-0037,Akkaraipattu Maha Vidyalaya Saef Zone,CAMP-02728,Akkaraipattu Relief Camp 2728,7.317995,81.660237,67,16,8,80,578,7,30,10.7,130,Good,Ampara District Secretariat Stores,Low,Low,Medium,Medium,Low,Yes,text_spelling_error
PF-RD-02729,Western,Colombo,Kolonnawa,SZ-0002,Kolonnawa Primary School Safe Zone,CAMP-02729,Kolonnawa Relief Camp 2729,6.867532,79.802321,898,255,83,1048,3381,58,224,8.8,1635,Good,Colombo District Relief Warehouse,Medium,Low,High,High,High,No,None
PF-RD-02730,Southern,Hambantota,Tissamaharama,SZ-0019,Tissamaharama Public Ground Safe Zone,CAMP-02730,Tissamaharama Relief Camp 2730,6.101875,81.070398,251,46,32,111,4477,35,110,4.1,392,Good,Hambantota GN Division Collection Hub,Low,High,Low,Medium,Low,No,None
PF-RD-02731,Central,Matale,Matale,SZ-0045,Matale Temple Hall Safe Zone,CAMP-02731,Matale Relief Camp 2731,7.437431,80.54641,90,30,12,77,1217,24,9,7.0,114,Good,Matale Army Relief Point,Medium,Low,Low,High,High,No,None
PF-RD-02732,Western,Colombo,Kolonnawa,SZ-0001,Kolonnawa Cooperative Hall Safe Zone,CAMP-02732,Kolonnawa Relief Camp 2732,6.99112,79.823566,205,56,39,137,1837,14,21,5.1,319,Good,Colombo District Relief Warehouse,Medium,Medium,Medium,High,High,No,None
PF-RD-02733,Sabaragamuwa,Ratnapura,Ratnapura,SZ-0061,Ratnapura Sports Complex Safe Zone,CAMP-02733,Ratnapura Relief Camp 2733,6.576229,80.378052,761,248,70,440,11109,83,188,14.9,1374,Limited,Ratnapura Army Relief Point,Medium,Medium,Low,Medium,High,No,None
PF-RD-02734,Central,Nuwara Eliya,Walapane,SZ-0048,Walapane Maha Vidyalaya Safe Zone,CAMP-02734,Walapane Relief Camp 2734,6.929327,80.711696,59,13,7,69,1191,12,6,10.3,63,Good,Nuwara Eliya GN Division Collection Hub,Low,Low,Low,Medium,High,No,None
PF-RD-02735,Southern,Galle,Galle Four Gravets,SZ-0015,Galle Four Gravets Temple Hall Safe Zone,CAMP-02735,Galle Four Gravets Relief Camp 2735,6.05257,80.285358,142,36,17,164,1679,35,55,12.2,300,Good,Galle Army Relief Point,Low,Low,Medium,Medium,Low,No,None
PF-RD-02736,Central,Matale,Matale,SZ-0045,Matale Temple Hall Safe Zone,CAMP-02736,Matale Relief Camp 2736,7.435531,80.558651,1024,157,177,538,15960,80,125,6.1,842,Good,Matale Army Relief Point,Medium,Medium,Low,High,High,No,None
PF-RD-02737,Northern,Vavuniya,Vavuniya,SZ-0031,Vavuniya Public Ground Safe Zone,CAMP-02737,Vavuniya Relief Camp 2737,8.812483,80.500889,37,7,5,28,584,5,3,10.8,57,Good,Vavuniya GN Division Collection Hub,Medium,Medium,Low,Medium,High,No,None
PF-RD-02738,Western,Colombo,Kolonnawa,SZ-0001,Kolonnawa Cooperative Hall Safe Zone,CAMP-02738,Kolonnawa Relief Camp 2738,6.978549,79.827313,386,73,49,340,1432,13,76,5.1,419,Good,Colombo District Relief Warehouse,Medium,Low,High,High,Medium,No,None
PF-RD-02739,Sabaragamuwa,Ratnapura,Ratnapura,SZ-0061,Ratnapura Sports Complex Safe Zone,CAMP-02739,Ratnapura Relief Camp 2739,6.578361,80.348842,88,20,11,113,1713,7,21,8.4,171,Good,Ratnapura Army Relief Point,Low,Low,Low,High,Medium,No,None
PF-RD-02740,Western,Gampaha,Wattala,SZ-0007,Wattala Central College Safe Zone,CAMP-02740,Wattala Relief Camp 2740,7.111452,79.934893,339,32,42,176,1573,26,134,6.1,422,Good,Gampaha GN Division Collection Hub,Medium,Medium,High,Medium,Low,No,None
PF-RD-02741,Eastern,Trincomalee,Kantale,SZ-0040,Kantale Training Centre Safe Zone,CAMP-02741,Kantale Relief Camp 2741,8.637438,81.188425,232,68,32,103,915,20,23,2.8,339,Limited,Trincomalee DMC Coordination Centre,High,High,High,High,High,No,None
PF-RD-02742,Western,Kalutara,Beruwala,SZ-0011,Beruwala Maha Vidyalaya Safe Zone,CAMP-02742,Beruwala Relief Camp 2742,6.672049,79.926699,41,7,1,43,123,2,7,5.4,72,Limited,Kalutara DMC Coordination Centre,Medium,Low,High,High,Medium,No,None
PF-RD-02743,Uva,Badulla,Mahiyanganaya,SZ-0068,Mahiyanganaya Divisional Secretariat Hall Safe Zone,CAMP-02743,Mahiyanganaya Relief Camp 2743,7.03434,80.973733,91,25,18,58,1152,6,22,2.8,101,Good,Badulla Army Relief Point,Medium,Medium,Medium,High,Medium,No,None
PF-RD-02744,Southern,Galle,Galle Four Gravets,SZ-0015,Galle Four Gravets Temple Hall Safe Zone,CAMP-02744,Galle Four Gravets Relief Camp 2744,6.044009,80.269189,132,34,7,61,897,4,23,7.1,227,Limited,Galle Army Relief Point,Medium,Medium,Medium,High,Medium,No,None
PF-RD-02745,Sabaragamuwa,Ratnapura,Ratnapura,SZ-0061,Ratnapura Sports Complex Safe Zone,CAMP-02745,Ratnapura Relief Camp 2745,6.609243,80.386186,339,45,38,228,6024,44,46,4.1,644,Good,Ratnapura Army Relief Point,Low,Medium,Low,Medium,High,No,None
PF-RD-02746,North Western,Puttalam,Anamaduwa,SZ-0059,Anamaduwa Cooperative Hall Safe Zone,CAMP-02746,Anamaduwa Relief Camp 2746,7.968291,79.876051,371,85,49,335,3688,67,82,2.4,721,Good,Puttalam GN Division Collection Hub,Low,Low,Medium,Medium,Medium,No,None
PF-RD-02747,Eastern,Ampara,Akkaraipattu,SZ-0038,Akkaraipattu Primary School Safe Zone,CAMP-02747,Akkaraipattu Relief Camp 2747,7.408165,81.696154,681,219,75,837,2951,47,57,3.9,1269,Good,Ampara GN Division Collection Hub,Medium,Low,High,High,High,No,None
PF-RD-02748,Northern,Vavuniya,Vavuniya,SZ-0031,Vavuniya Public Ground Safe Zone,CAMP-02748,Vavuniya Relief Camp 2748,8.82844,80.498475,190,40,43,214,2689,28,98,7.5,152,Good,Vavuniya GN Division Collection Hub,Low,Low,Low,High,Low,No,None
PF-RD-02749,Sabaragamuwa,Kegalle,Ruwanwella,SZ-0066,Ruwanwella Central College Safe Zone,CAMP-02749,Ruwanwella Relief Camp 2749,7.242757,80.290215,31,7,4,23,518,2,7,9.4,64,Good,Kegalle District Secretariat Stores,Medium,Medium,Low,High,Medium,No,None
PF-RD-02750,Sabaragamuwa,Kegalle,Ruwanwella,SZ-0066,Ruwanwella Central College Safe Zone,CAMP-02750,Ruwanwella Relief Camp 2750,7.249381,80.281423,182,29,11,165,1913,12,92,6.3,275,Good,Kegalle District Secretariat Stores,Low,Low,Medium,High,Low,No,None
PF-RD-02751,Western,Kalutara,Beruwala,SZ-0011,Beruwala Maha Vidyalaya Safe Zone,CAMP-02751,Beruwala Relief Camp 2751,6.687646,79.910752,676,187,99,462,6421,21,243,3.6,1200,Limited,Kalutara DMC Coordination Centre,Medium,Medium,Medium,High,Medium,No,None
PF-RD-02752,Western,Colombo,Homagama,SZ-0003,Homagama Sports Complex Safe Zone,CAMP-02752,Homagama Relief Camp 2752,6.951241,79.835492,739,158,60,863,5422,100,51,4.3,1055,Good,Colombo Pradeshiya Sabha Stores,Medium,Low,Medium,Medium,High,No,None
PF-RD-02753,Western,Colombo,Kolonnawa,SZ-0002,Kolonnawa Primary School Safe Zone,CAMP-02753,Kolonnawa Relief Camp 2753,6.850391,79.789092,186,34,26,160,2031,9,62,10.7,288,Good,Colombo District Relief Warehouse,Medium,Low,Medium,High,Medium,No,None
PF-RD-02754,Eastern,Trincomalee,Kinniya,SZ-0041,Kinniya Cooperative Hall Safe Zone,CAMP-02754,Kinniya Relief Camp 2754,8.579497,81.265689,61,9,6,45,961,10,12,15.1,110,Limited,Trincomalee District Secretariat Stores,Low,Medium,Low,Low,Medium,No,None
PF-RD-02755,Sabaragamuwa,Ratnapura,Ratnapura,SZ-0062,Ratnapura Sports Complex Safe Zone,CAMP-02755,Ratnapura Relief Camp 2755,6.711564,80.355075,50,14,5,35,960,12,16,20.7,81,Good,Ratnapura Army Relief Point,Low,Medium,Low,Medium,Medium,No,None
PF-RD-02756,North Central,Anuradhapura,Medawachchiya,SZ-0049,Medawachchiya Central College Safe Zone,CAMP-02756,Medawachchiya Relief Camp 2756,8.379194,80.385205,264,76,46,338,693,62,46,6.7,450,Good,Anuradhapura Pradeshiya Sabha Stores,Medium,Low,High,High,Medium,No,None
PF-RD-02757,Western,Gampaha,Wattala,SZ-0008,Wattala Cooperative Hall Safe Zone,CAMP-02757,Wattala Relief Camp 2757,7.045345,79.944811,335,85,43,106,1773,67,177,11.1,669,Good,Gampaha District Relief Warehouse,Medium,High,High,Medium,Low,No,None
PF-RD-02758,Northern,Jaffna,Karainagar,SZ-0022,Karainagar Primary School Safe Zone,CAMP-02758,Karainagar Relief Camp 2758,9.684849,80.00693,398,71,52,406,5304,65,142,5.4,365,Limited,Jaffna District Relief Warehouse,Low,Low,Low,Medium,Medium,No,None
PF-RD-02759,Northern,Vavuniya,Vavuniya South,SZ-0030,Vavuniya South Public Ground Safe Zone,CAMP-02759,Vavuniya South Relief Camp 2759,8.809218,80.456622,649,169,87,361,7582,120,240,2.2,1222,Good,Vavuniya GN Division Collection Hub,Medium,Medium,Medium,Medium,Medium,No,None
PF-RD-02760,North Central,Anuradhapura,Thambuttegama,SZ-0050,Thambuttegama Training Centre Safe Zone,CAMP-02760,Thambuttegama Relief Camp 2760,8.281224,80.517244,502,135,88,274,2011,45,270,25.6,558,Good,Anuradhapura District Relief Warehouse,High,Medium,High,High,Medium,No,None
PF-RD-02761,Southern,Matara,Deniyaya,SZ-0018,Deniyaya Cooperative Hall Safe Zone,CAMP-02761,Deniyaya Relief Camp 2761,5.856263,80.575903,397,117,63,263,2463,69,39,13.6,510,Good,Matara Army Relief Point,High,Medium,High,High,High,No,None
PF-RD-02762,Southern,Hambantota,Tangalle,SZ-0020,Tangalle Public Ground Safe Zone,CAMP-02762,Tangalle Relief Camp 2762,6.224557,81.135518,83,19,12,58,1339,19,17,8.7,122,Good,Hambantota GN Division Collection Hub,Low,Medium,Low,Medium,Medium,No,None
PF-RD-02763,Southern,Hambantota,Tangalle,SZ-0020,Tangalle Public Ground Safe Zone,CAMP-02763,Tangalle Relief Camp 2763,6.211145,81.156285,1044,245,90,600,18231,220,465,10.0,1307,Good,Hambantota GN Division Collection Hub,Medium,Medium,Low,Medium,High,No,None
PF-RD-02764,Southern,Galle,Hikkaduwa,SZ-0013,Hikkaduwa Maha Vidyalaya Safe Zone,CAMP-02764,Hikkaduwa Relief Camp 2764,6.043307,80.248423,154,41,24,146,1866,18,49,11.9,177,Good,Galle DMC Coordination Centre,Medium,Low,Medium,Medium,Medium,No,None
